N	eps_F	eps_C	eps_E
0.00000019134937757695	0.00000019234530755924	0.00000004484082409849	0.00000004331305509321
0.00000014351203318271	0.00000007623486622693	0.00000004445888190199	0.00000022035440518558
0.00000010763402488703	0.00000011239206506864	0.00000011168071616136	0.00000011168071616136
0.00000008072551866527	0.00000013412033490320	0.00000011032269936522	0.00000035683509933705
0.00000006054413899896	0.00000005716604642654	0.00000022892283808404	0.00000021926582912251
0.00000004540810424922	0.00000012355798155708	0.00000022892283808404	0.00000023536084391222
0.00000003405607818691	0.00000021690906628497	0.00000022731333651736	0.00000022731333651736
0.00000002554205864018	0.00000021014532097554	0.00000033064716924952	0.00000115724751330710
0.00000001915654398014	0.00000002988115756719	0.00000005277184510245	0.00000193108773156663
0.00000001436740798510	0.00000045082327826151	0.00000045082327826151	0.00000045082327826151
0.00000001077555598883	0.00000046099691711735	0.00000046099691711735	0.00000303873484885229
0.00000000808166699162	0.00000044106572810025	0.00000132236500669235	0.00000135853794506569
0.00000000606125024372	0.00000101983273834643	0.00000133140824145013	0.00000498679828873330
0.00000000454593768279	0.00000024814339120536	0.00000024814339120536	0.00000031245083676390
0.00000000340945326209	0.00000026422025248537	0.00000398007115700977	0.00000708080948607641
0.00000000255708994657	0.00000112910773549350	0.00000435846095567723	0.00000424413660794451
0.00000000191781745993	0.00000298687838620507	0.00000298687838620507	0.00001667690942382337
0.00000000143836309494	0.00000192906856630204	0.00000192906856630204	0.00000172582528154131
0.00000000107877232121	0.00000208150103009184	0.00000187825774511186	0.00000214924879167875
0.00000000080907924091	0.00000194600550691802	0.00000194600550691802	0.00004502577588215064
0.00000000060680943068	0.00000979693984051358	0.00000979693984051358	0.00000979693984051358
0.00000000045510707301	0.00000979693984051358	0.00002151758108545911	0.00006134545890320454
0.00000000034133030476	0.00000080182108834801	0.00004095087347961557	0.00006867671430906408
0.00000000025599772857	0.00001311574376771294	0.00001311574376771294	0.00013305437328393302
0.00000000019199829643	0.00002399776251497009	0.00005022925005017671	0.00014770945012369425
0.00000000014399872232	0.00000001672768621012	0.00009746347238708817	0.00016442465399702863
0.00000000010799904174	0.00003300651104837577	0.00003300651104837577	0.00003571336506810649
0.00000000008099928130	0.00003368322455336327	0.00003368322455336327	0.00003007408586097365
0.00000000006074946098	0.00003458550922667992	0.00020000850579443154	0.00042076334933824106
0.00000000004556209573	0.00004240944954941453	0.00004240944954941453	0.00078528635729414897
0.00000000003417157180	0.00016451450216147635	0.00025254152454255127	0.00026109651996216609
0.00000000002562867885	0.00025468027339745498	0.00030139442887465494	0.00030139442887465494
0.00000000001922150914	0.00030709775915432506	0.00044574183776804763	0.00043053295702218764
0.00000000001441613185	0.00042673073683566784	0.00044193961758152783	0.00219426637837557984
0.00000000001081209889	0.00021711188140763950	0.00110099111657069510	0.00112802912678553304
0.00000000000810907417	0.00067675805506185673	0.00108071260890940223	0.00356982514806091118
0.00000000000608180563	0.00008192183033301158	0.00008192183033301158	0.00012998940404852254
0.00000000000456135422	0.00009393872376199895	0.00303045356774270507	0.00296636346945543033
0.00000000000342101566	0.00115142534550192457	0.00307852114145821610	0.00316397460584124952
0.00000000000256576175	0.00254004414172621321	0.00301443104317094136	0.00312836899568172530
0.00000000000192432131	0.00304291553129869231	0.00436305138189744049	0.00421113411188320848
0.00000000000144324098	0.00447698933440822486	0.00432507206439377255	0.02180469837806187777
0.00000000000108243074	0.00220737054621997523	0.00220737054621997523	0.00220737054621997523
0.00000000000081182305	0.00207233297287396636	0.01521247641541734370	0.03124044881561536049
0.00000000000060886729	0.00359924510765905837	0.01944716741006250610	0.04249006623131439814
0.00000000000045665047	0.00420292579677787950	0.00420292579677787950	0.00420292579677787950
0.00000000000034248785	0.00388283673403171147	0.00452301485952404710	0.00537658569351382766
0.00000000000025686589	0.00388283673403171147	0.00388283673403171147	0.14293134671219481779
0.00000000000019264942	0.03338975635018477661	0.03225166190486507267	0.16350058269010386836
0.00000000000014448706	0.01516893998345101614	0.01668639924387722157	0.24633987256331627003
0.00000000000010836530	0.05008180821487193124	0.05008180821487193124	0.04738410286300333979
0.00000000000008127397	0.04940738187690472960	0.04940738187690472960	0.42179181958281941611
0.00000000000006095548	0.06479547801886814673	0.06839241848802636581	0.07318833911357056077
0.00000000000004571661	0.06479547801886814673	0.24214344201596485484	0.23574888118190592823
