N	eps_F	eps_C	eps_E
0.00000604076433522067	0.00000302030349402823	0.00000000020832942393	0.00000000052077904814
0.00000453057325141550	0.00000226531160132739	0.00000000035672975754	0.00000000035672975754
0.00000339792993856163	0.00000169914666862722	0.00000000035672975754	0.00000000042153927838
0.00000254844745392122	0.00000127388196120403	0.00000000030756919370	0.00000000039398216342
0.00000191133559044091	0.00000095601224109752	0.00000000037237887970	0.00000000216239853769
0.00000143350169283069	0.00000071644697807016	0.00000000094846473896	0.00000000094846473896
0.00000107512626962301	0.00000053693865534172	0.00000000094846473896	0.00000000074363414883
0.00000080634470221726	0.00000040410608114595	0.00000000125346315527	0.00000000152657038857
0.00000060475852666295	0.00000030114462017103	0.00000000145829374541	0.00000000145829374541
0.00000045356889499721	0.00000022558492751893	0.00000000127622209138	0.00000000079069795592
0.00000034017667124791	0.00000016902136631578	0.00000000394316224095	0.00000000965151338680
0.00000025513250343593	0.00000012839918081102	0.00000000690020995252	0.00000001295233225501
0.00000019134937757695	0.00000009387302050755	0.00000000755761958372	0.00000000755761958372
0.00000014351203318271	0.00000006682752823680	0.00000000452653645643	0.00000000299204050901
0.00000010763402488703	0.00000004879719994620	0.00000001043479960901	0.00000003048509413904
0.00000008072551866527	0.00000004214771717704	0.00000002127811812418	0.00000003873772607266
0.00000006054413899896	0.00000002509776132481	0.00000000763815370666	0.00000000763815370666
0.00000004540810424922	0.00000001782311355839	0.00000000763815370666	0.00000008935715001078
0.00000003405607818691	0.00000003843461564583	0.00000001903555493538	0.00000001903555493538
0.00000002554205864018	0.00000003520143886076	0.00000004886115755122	0.00000005748296236647
0.00000001915654398014	0.00000005244504849127	0.00000003520143902592	0.00000004669717872454
0.00000001436740798510	0.00000004957111360791	0.00000003807537390928	0.00000005340302684078
0.00000001077555598883	0.00000004957111360791	0.00000011903306863854	0.00000031014121327816
0.00000000808166699162	0.00000001173949811808	0.00000001173949811808	0.00000058774203875818
0.00000000606125024372	0.00000013813088593582	0.00000016160988233714	0.00000016160988233714
0.00000000454593768279	0.00000016160988233714	0.00000023804447552531	0.00000023804447552531
0.00000000340945326209	0.00000026226595174438	0.00000021382299930624	0.00000021382299930624
0.00000000255708994657	0.00000024611830093167	0.00000024611830093167	0.00000164853939563812
0.00000000191781745993	0.00000018448572101601	0.00000067672232271418	0.00000067672232271418
0.00000000143836309494	0.00000047155506909124	0.00000058638280822223	0.00000278189754110671
0.00000000107877232121	0.00000033223910532120	0.00000135190106942585	0.00000313913939651124
0.00000000080907924091	0.00000022914095298287	0.00000201637928006826	0.00000201637928006826
0.00000000060680943068	0.00000097764769727819	0.00000174419500920520	0.00000174419500920520
0.00000000045510707301	0.00000210710737008067	0.00000188492859954943	0.00000827661750512871
0.00000000034133030476	0.00000065545792657881	0.00000065545792657881	0.00000065545792657881
0.00000000025599772857	0.00000065545792657881	0.00000065545792657881	0.00001826974963337540
0.00000000019199829643	0.00000407584396328587	0.00000538675981660866	0.00001869986798699946
0.00000000014399872232	0.00000120838827251384	0.00000120838827251384	0.00000120838827251384
0.00000000010799904174	0.00000120838827251384	0.00000120838827251384	0.00004569044258321146
0.00000000008099928130	0.00000949677964027428	0.00001089401638391102	0.00004348143968069324
0.00000000006074946098	0.00000269984763232262	0.00002720665320319320	0.00004891898528728580
0.00000000004556209573	0.00000636272837838970	0.00002988757566462475	0.00006677990178357895
0.00000000003417157180	0.00000572070630261512	0.00004261303242140415	0.00005550202941456404
0.00000000002562867885	0.00002505420179235496	0.00002505420179235496	0.00003364686645435145
0.00000000001922150914	0.00002290603562677325	0.00007161327565601390	0.00007161327565601390
0.00000000001441613185	0.00006014091582897824	0.00004868402961292788	0.00004868402961292788
0.00000000001081209889	0.00006395987790110514	0.00010407445326818416	0.00030328150108155805
0.00000000000810907417	0.00000223546468066602	0.00022181031021160959	0.00037564508950112540
0.00000000000608180563	0.00008602499209513898	0.00008602499209513898	0.00008602499209513898
0.00000000000456135422	0.00006792028301274470	0.00006792028301274470	0.00011619950723196729
0.00000000000342101566	0.00005585047695798034	0.00005585047695798034	0.00136034010013921553
0.00000000000256576175	0.00023382486835735517	0.00029819716731631861	0.00029819716731631861
0.00000000000192432131	0.00025528230134373139	0.00060301501810916969	0.00060301501810916969
0.00000000000144324098	0.00059860122912475968	0.00059860122912475968	0.00075118741924977124
0.00000000000108243074	0.00056045468159358935	0.00096540721965603083	0.00310355785034257094
0.00000000000081182305	0.00005183404784366090	0.00218609674065562776	0.00378171869534242025
0.00000000000060886729	0.00069414288165599194	0.00228976483634294988	0.00566732241165433803
0.00000000000045665047	0.00030049302434354518	0.00367805059965509856	0.00741364677634111582
0.00000000000034248785	0.00114625011165594656	0.00415847472034213458	0.00480147166967531593
0.00000000000025686589	0.00307524095965532431	0.00399772548300900490	0.00485505474878641409
0.00000000000019264942	0.00378339316656461141	0.00378339316656461141	0.00378339316656461141
0.00000000000014448706	0.00435494601041638233	0.00821921655432011032	0.02531188361831031644
0.00000000000010836530	0.00016355848883749656	0.01660199159747771658	0.03013832985527980374
