N	eps_F	eps_C	eps_E
8.00000000000000000000	0.55076872130315812637	1.18920062382698188408	0.33073484084055082555
6.00000000000000000000	0.98040781796046350127	0.95295999731337754923	0.12901779058082504803
4.50000000000000000000	1.46445357431942180249	0.65418969027203455191	0.04591591764372661422
3.37500000000000000000	4.75755228608346847352	0.41143830999385133662	0.01552018575814809002
2.53125000000000000000	6.39041033806873404188	0.24638381013201496317	0.00509642079108221183
1.89843750000000000000	6.43812746400797575319	0.14354745237885485620	0.00164654988720912407
1.42382812500000000000	5.66959127819047292718	0.08235535363757995331	0.00052712932938361499
1.06787109375000000000	4.65516918569171167519	0.04684181806373780010	0.00016789158035175437
0.80090332031250000000	3.67879540172877117499	0.02651343991232232161	0.00005331953040831625
0.60067749023437500000	2.84538106227009102156	0.01496623369234225537	0.00001690589866632778
0.45050811767578125000	2.17382797388302151376	0.00843513702211175220	0.00000535541862935057
0.33788108825683593750	1.64889343360298967767	0.00475003432447505900	0.00000169560782062825
0.25341081619262695312	1.24541574880326244568	0.00267356306696651990	0.00000053670033261658
0.19005811214447021484	0.93826376041634373948	0.00150440747644316219	0.00000016985084781647
0.14254358410835266113	0.70575565141389540180	0.00084639639118781339	0.00000005374819333756
0.10690768808126449585	0.53034444608100328455	0.00047615087641650198	0.00000001700737587746
0.08018076606094837189	0.39828142384923875818	0.00026785160928054843	0.00000000538143843528
0.06013557454571127892	0.29898204041865933389	0.00015067182750810797	0.00000000170275476770
0.04510168090928345919	0.22437911917918657023	0.00008475457912050652	0.00000000053874055547
0.03382626068196259439	0.16836039196196528334	0.00004767498110905307	0.00000000017046505785
0.02536969551147194579	0.12631131966052930315	0.00002681734466358524	0.00000000005393107722
0.01902727163360395934	0.09475582630742036827	0.00001508480949074771	0.00000000001711331372
0.01427045372520296951	0.07107912155389094211	0.00000848522212691604	0.00000000000545890089
0.01070284029390222713	0.05331610093981149073	0.00000477294278741985	0.00000000000157636710
0.00802713022042667035	0.03999082242934371562	0.00000268478194952096	0.00000000000072006892
0.00602034766532000276	0.02999520087363771043	0.00000151019049182656	0.00000000000031138116
0.00451526074899000207	0.02249756302680423412	0.00000084948236984514	0.00000000000016500421
0.00338644556174250155	0.01687382192408217949	0.00000047783369461924	0.00000000000006992175
0.00253983417130687616	0.01265573010992895354	0.00000026878151894004	0.00000000000024604672
0.00190487562848015712	0.00949200140129914834	0.00000015118940564633	0.00000000000044580329
0.00142865672136011784	0.00711911538445066799	0.00000008504422005906	0.00000000000084420436
0.00107149254102008838	0.00533940071864357543	0.00000004783687077755	0.00000000000119784438
0.00080361940576506629	0.00400458658427545622	0.00000002690842143690	0.00000000000038116390
0.00060271455432379971	0.00300346019094593084	0.00000001513620477311	0.00000000000229991126
0.00045203591574284976	0.00225260652451932065	0.00000000851413498503	0.00000000000228309112
0.00033902693680713732	0.00168946129277170853	0.00000000479009893009	0.00000000000007951340
0.00025427020260535298	0.00126709956572628618	0.00000000269256373396	0.00000000000132906930
0.00019070265195401473	0.00095032669635973716	0.00000000151289900439	0.00000000000411787678
0.00014302698896551106	0.00071274615971778110	0.00000000085459948377	0.00000000000956065258
0.00010727024172413330	0.00053456026504943087	0.00000000047994581580	0.00000000000627433029
0.00008045268129309997	0.00040092056036513047	0.00000000026583526756	0.00000000000558817968
0.00006033951096982498	0.00030069061872359205	0.00000000015407236909	0.00000000002001972319
0.00004525463322736874	0.00022551807899200176	0.00000000008240591088	0.00000000002619215957
0.00003394097492052656	0.00016913861866209409	0.00000000004941702352	0.00000000002906117549
