N	eps_T	eps_s	eps_Q
1	nan	nan	2020.52034717500941951585
3	2020.52034717500941951585	2020.52034717500941951585	503.48694094534579335232
5	1663.36261297892542643240	1544.31003491356432277826	1069.64517235294442798477
7	358.23687278719614823785	318.42783914970027581148	655.17116168475786253111
9	1395.49431233186282952374	1306.20487878284166072262	664.49703509160917747067
11	1091.91023826519131034729	1258.58384755669726473570	367.98262223417077620979
13	90.35650521373547405801	1.06304935591527360828	90.66438702628919088511
15	103.09073400950320831271	136.91361986134296557793	106.09098538508321496465
17	21.32235838725526733128	493.59458196029447663022	464.37933490292465421589
19	68.88379837270451844233	20.11936521041911873908	235.43053054350568231712
21	1145.48389839460401162796	1163.34178510440824538819	342.66419693448796124358
23	227.79949921146487668011	290.73699589711901580813	210.04111774910913368331
25	36.14518430800628578936	78.34942158274104428983	79.63848461298060499303
27	256.24573255315902997609	262.47913262563355374368	227.71794996931279797536
29	284.17912366606401519675	344.45865349140404987338	492.37777180519032071970
31	278.82163931883718532845	189.54456243454200148335	295.26548003863570102112
33	10.19166507381955533162	6.44260633213595035329	531.12802481156029443810
35	208.02956396938338912150	236.85811335801415111746	436.31324378509589223540
37	169.99833226554770249095	249.67659436692713370576	83.02423115721833823955
39	37.33710493503370031476	34.37429186608322595475	137.10220328425160118968
41	908.86689948969842589577	829.99456652139645029820	42.54315780269257629698
43	167.62788124423224189741	106.44162045431028218445	81.39749421762108738676
45	63.24622374612835784546	8.42288749996515306862	119.98655410852643399267
47	30.13665001542040755567	86.77876278204378479586	233.59172365897026679704
49	86.42029746857066641041	103.17866852209211003810	181.27159626177177642603
51	759.95261354150329680124	760.54787643183044565376	209.00765623829596506766
53	56.00307284740106439358	10.79305264517893903076	105.66034028217197260346
55	146.02250412076242014336	205.12928503352773645929	255.02921953465715887432
57	158.57677338763426178048	116.76020851678632084258	89.38112533493534783702
59	51.34706889027899023858	2.48798618849927466457	211.62448660180697856958
61	283.23981286068891449759	284.70328551610094791613	201.27829827801357964745
63	160.55466726690565337776	142.61935920978581293639	234.93613435285229229521
65	15.43438481481286927988	17.14032469838719663358	236.09232754959083422364
67	174.90083004250735143614	181.93744478680781639923	112.88792947702806657162
69	312.27914325548192664428	347.01049930043762969945	95.47751347818811495927
71	112.68680609877317522205	133.37913111306372115905	315.05447425864241495219
73	159.60575374866570541599	156.18782020239774510628	119.08609645669319831995
75	32.64670615054275515377	50.50390101948205057170	15.67849885977901180922
77	47.80645077083307370458	76.07198777439020886959	7.77683342670465460600
79	130.10812696756121908948	94.64882393621594758315	85.44807353402693195221
81	42.29636301642217688368	246.56048247466978295961	130.83928168730506058637
83	34.92888293868630000816	93.51242062188040904402	186.21252240222273144354
85	149.27586535049559302024	143.26029716317401607739	262.15755130568163622229
87	120.58866011439528165283	101.52804448161916184290	24.54106493074325712200
89	116.51393953238388689897	134.27447072373831815639	213.59816823659957663040
91	284.23744234696437160892	289.59469107965566081475	75.68475229816174021380
93	77.51183088789001374153	93.23879483561009351433	143.58949923573459273030
95	104.55301058023343330206	116.84921173995816445768	76.85902392359676582601
97	202.97778123283057993831	241.84646657335969166525	211.70702213471713548643
99	124.15799375800149562110	108.95448907679849526176	125.54121935123740172457
101	674.68120450218850692181	646.25740148908334958833	92.77524798348524370795
103	57.88783778035690374963	56.78540524367022612751	222.14528697053859218613
105	116.76346760356311449414	137.05856588570722465192	4.51433292189451407239
107	57.58720514388392075489	68.94777945814963970861	96.89803516457861576328
109	237.37930313331631282381	267.94317001445546111427	272.55678486329355791895
111	11.21648388717404465353	10.01271621638700359824	276.96458104794936616599
113	52.74795631776287052617	123.25198293136374161350	130.06711290006089143390
115	5.84165476123461502311	26.21427880577887492564	9.30303707732849005652
117	3.25511387916841776757	21.43271182263786300837	36.95813489915200023006
119	293.16940548635864161042	309.38148531813266117751	167.63366172209515525537
121	439.10376623973644427679	491.09311183560515701174	190.70632356674065022162
123	105.99658716784914247455	104.78088623205574947406	5.59986388457101025296
125	252.37271043012663085392	282.98797667640548070267	145.00419397797770670877
127	4.99264054075586294346	6.42175080005009490947	28.80677770575423579658
129	59.16175217205594805137	73.70515978625206798824	45.14852337075924992860
131	178.21916329961794644987	176.23648209123442143209	6.04926568506625184085
133	37.15771164465277109912	8.76013060158404144318	64.86514581069312157524
135	6.84638447415191464529	18.86100253799767756391	95.41427674394819291592
137	303.20982755997334834319	300.23066865619523468922	39.55780712075373628522
139	127.20468049523597642292	138.23749574545803397996	72.14653918088852435631
141	147.24331282948995180959	158.75520951249163204011	87.44387289313824851433
143	41.84522391332867385927	21.97189060465387555610	35.63201947440097683284
145	202.94702734805574095844	217.39527503016975629180	119.62852280358769974100
147	5.15257414908372712858	17.26340465668699053481	15.00680786634023000659
149	12.81179542657840642050	27.97677234995063244583	132.34927780050963974645
151	167.35620598409104786697	153.38947100955405744571	173.44707181326978684410
153	37.38068593497342106957	65.73476480681880218526	12.31904421822405026887
155	8.16593563512421205530	2.63994384608950705129	29.65952917693870105609
157	114.59736631875954060433	109.43058221611093472347	225.66696471962197279026
159	12.66343403559961799942	2.09762405702288079468	99.47998068066020493916
161	21.65030241666446997328	14.75067752533386489233	123.63963716091507194506
163	78.23824685147613422487	77.18252919049574245491	19.78331474733374406583
165	15.78980792621356066263	32.67290856816715205468	60.80459183430041747442
167	6.92945432780921954929	29.52350305084890891294	73.06843628815295232926
169	136.75010637151606829320	132.38750324311735084848	173.57072507104174974302
171	61.93909206490904750808	48.58292614569876377573	91.05499796398140688325
173	48.85834013713368761955	105.41006249334907352022	33.95746921899711168180
175	34.94967714744914388802	36.58340708762494841721	94.44500064427585073190
177	82.49492581145857172942	71.17607125286184555080	16.74001410180525795113
179	59.94377676295601986567	50.40991267067453662776	63.57906519369082332105
181	265.60888089676183199117	259.37623076701459012838	50.95418205893031426967
183	12.77063939510471612948	30.64512216818054213263	39.75692149226039617815
185	67.80252496461935152183	64.58112392698758696952	110.94815626517994644473
187	49.96604159539295153536	32.84374196667800305249	90.96546996958841191372
189	8.97046879691302478932	22.98289704957920420725	13.62786533326454296855
191	4.44566197083528891199	24.96264771318985964399	280.73164213877998918178
193	180.27269236245928141216	172.73902387518839418590	54.94141686340869057403
195	42.20124039536672455597	47.70673342781125825240	207.59854577977085909879
197	49.01309416147265807240	106.77264108646754436904	112.94498625888482479240
199	22.98877845574347844604	23.25091380919548456063	15.13935158192658292364
201	839.08537402432295948529	893.88676386503482262924	16.34970067718077402219
203	9.87699411558338447037	17.86310701843175863246	97.75845736613341330212
205	101.11842419275080828811	115.44766590133652073291	11.07078806198463638566
207	25.29190730230493855402	25.05637166133018212122	71.34325443382371645384
209	20.52619847009699682872	11.51125787763493235616	201.96642720183325536709
211	23.86953914444269031492	18.40150961721739619747	127.41636120360793427153
213	27.18632363674828056332	55.43028877581786417750	174.30075905135771563437
215	2.52484284439118233934	12.84245576853079562341	111.86901047038305989645
217	246.03610157703425898035	248.95292608084113794575	24.02243682153481785235
219	22.62375956988983816132	9.77234515792334512696	116.01466076478871514155
221	45.12564236525736305339	56.43274287939575373230	127.86092475190845618727
223	8.31190804400819693853	16.47528368393189879271	186.28950075646920936379
225	45.78513421614322709274	43.43701618114637597046	92.66217924942215233841
227	49.95426660702139542991	88.86052135457724432399	40.81290666067727102018
229	16.68372380009861544181	20.30931163622646096201	33.20302713727307519775
231	93.02296396681005319351	87.43505707179930652728	100.61770242541473407982
233	50.39450293516288326146	66.09606779732119719029	47.41268923008534841301
235	9.66316566573281043873	13.76190206566712426195	218.38252203081646030114
237	285.15835117397790554605	282.47354370755124364223	31.51959997658198986414
239	24.26193089167377436866	30.52167379714890316222	87.21354769412086227476
241	263.62039866466437842973	205.12709928862429364926	178.22321277603006706158
243	22.31357803502710268617	35.43423841903207716086	80.72730206349245918318
245	42.46718700018805492391	21.33235364105780362820	76.70327150525564263717
247	319.46342051730817956923	303.00865213777331064193	56.19045842369346388523
249	261.17946630754516945672	264.31194271454137378896	110.65417548864020602650
251	139.21247150870982522974	143.37931174099745135209	100.61453791032379001535
253	6.67920629377732133491	7.08584800643855494684	249.45300577376804085361
255	7.55268038692572307724	84.04382028983009433887	49.57007601300816190815
257	8.64930298597313829134	8.13960781872711258700	58.29050317915955758963
259	98.05483495520741143991	103.31781067423536057959	36.68349293633426810857
261	140.49169136932329138290	127.89852015779868565915	1.50000757942570017711
263	21.43402434791474675535	29.60259835482822055042	82.69958778798799414744
265	21.92727176988030279858	16.78222602156772680360	3.24971273164384344412
267	37.48207376564695891830	52.54444340820242587142	134.83158577946952050297
269	5.92513121225382199952	5.63018985595296239666	8.15813991197453169946
271	239.91610281350676814327	244.67748139352943326230	23.87376559863274039230
273	313.81583621054460309097	317.39511875545980501556	96.61458341657973392103
275	47.70615886845907027691	36.95828117464601803022	154.02369217967535064417
277	105.17365326484487297876	97.78718767564039637818	91.29689024492650162301
279	61.05682314302354996016	56.83952362728884111220	57.80402166436531530280
281	8.66360077223614588604	37.54756205610021879693	155.44773010433314652801
283	42.70934626218649299290	32.39657558483808230676	8.05262735433065479640
285	11.88791382601067603275	29.69415352911686412085	138.50747773506182625169
287	5.36609598468428483642	1.27886602282004413489	13.71868823653063529378
289	215.57108122053173815402	219.80280706552872516113	8.96106002586552463640
291	25.36721137043151585999	75.21464021816328227032	27.96342426962280924840
293	12.66757317321762954521	15.19165480616467434061	12.24760820505471414776
295	28.65895540651774453522	39.03420713708759848259	23.73207731534782993776
297	8.35532726136845482756	6.89296751931149476178	89.95492642472585487212
299	102.94731325573422964226	133.79727421266269971056	90.35322777904943336580
301	185.43044283785980042012	191.48178754908101950605	28.23196081895673614781
303	25.36403549396374756952	25.03622466571429683313	46.72349304475210374221
305	46.92430262356653969391	50.12748135045995212522	34.85486399969305892910
307	186.40479496269182391188	184.65994701053736548602	77.35115006595151498914
309	1.07595733782535440959	4.16041917648465897628	167.20371731993452613096
311	71.25574183207417888752	66.22122776789341003223	109.18286506420261616768
313	148.11105748784694924325	159.26494064278298878889	75.74356284722578891433
315	10.44646668107617770715	23.53643630193676372642	34.22682295062188728707
317	3.87227876778337654073	0.91529458521298479035	41.43920959814067828120
319	30.18659275340337089233	22.32082151546800119490	60.35604045488421576238
321	42.16159571729595256784	48.95706012074968072056	31.41024188935757521790
323	10.74818816627680639897	12.90155596663604598007	56.52007960105157735597
325	2.73841896502498594046	29.67570799378609791574	14.91849959939128567044
327	8.98950251485468498913	10.70998123369651366943	28.18702063890721021266
329	7.64383678190945126119	4.88080817155205348712	31.28737806629244389001
331	54.43560287462695157501	39.50168688566391494987	75.28664955855430207521
333	2.59729806484665681765	5.57057007034615381258	157.39441849316264665504
335	1.51190271702712863977	7.16304585266333582183	9.83478064469221635591
337	31.13002048082891803915	86.85182740757643671259	79.52187866932979432022
339	14.29631270010866117559	14.56588732779491301983	56.76809359360973417097
341	95.24845743411843557169	106.54818121779894113388	24.62871590012513323131
343	18.40798162409989302546	25.21213482381537929200	19.07444876289936885883
345	14.60062649260093436965	3.23458679768663959209	9.73605387249204490274
347	115.21187844735136707186	104.41746599333488632055	29.32489081893074711616
349	26.12630418733958492794	23.20137061974551428989	141.07666757748745567369
351	94.15328046527191929727	84.35139307524651997028	70.85607770948301720182
353	13.05418642385402350214	44.99293964072502660656	80.31771016898846937693
355	272.12795990308984528383	274.00456772117314585557	18.92790633829699231683
357	31.33710834541298595468	61.79529507077022998374	79.38729424687026892116
359	36.66104911913470232321	29.58330985192325357502	18.62054413525652307726
361	231.33279671409229649726	219.89413577321994353042	45.75401640277451065231
363	58.44905873103286353398	59.55231445865154427111	15.01653519270649717043
365	35.92047071714866746106	43.61901112162188098864	29.75487798174522424688
